"","X","rater_id","rated_ID","Group","presItem","prestigeRatings","id","Age","Sex","Score","OverConf","nominated","initInf","initLrn","Liked","Inflntl","ScoreC","OverConfC","raterId","ratedID","grpID","itemID"
"140","16.R15",9,10,2,"R15",4,16,26,0,29,0,0,0,0,0.833333333333333,0.319444444444444,0.161087866108787,-0.211297071129707,127,1,10,4
"144","16.R17rev",9,10,2,"R17rev",7,16,26,0,29,0,0,0,0,0.833333333333333,0.319444444444444,0.161087866108787,-0.211297071129707,127,1,10,5
"217","25.R1",12,11,3,"R1",7,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,1
"221","25.R2rev",12,11,3,"R2rev",7,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,6
"225","25.R4",12,11,3,"R4",2,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,7
"229","25.R6rev",12,11,3,"R6rev",7,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,8
"233","25.R8",12,11,3,"R8",4,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,9
"237","25.R13",12,11,3,"R13",6,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,2
"241","25.R14",12,11,3,"R14",7,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,3
"245","25.R15",12,11,3,"R15",6,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,4
"249","25.R17rev",12,11,3,"R17rev",7,25,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,22,12,21,5
"253","29.R1",13,11,3,"R1",6,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,1
"257","29.R2rev",13,11,3,"R2rev",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,6
"261","29.R4",13,11,3,"R4",5,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,7
"265","29.R6rev",13,11,3,"R6rev",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,8
"269","29.R8",13,11,3,"R8",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,9
"273","29.R13",13,11,3,"R13",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,2
"277","29.R14",13,11,3,"R14",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,3
"281","29.R15",13,11,3,"R15",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,4
"285","29.R17rev",13,11,3,"R17rev",7,29,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,33,12,21,5
"289","33.R1",14,11,3,"R1",6,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,1
"293","33.R2rev",14,11,3,"R2rev",4,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,6
"297","33.R4",14,11,3,"R4",2,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,7
"301","33.R6rev",14,11,3,"R6rev",3,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,8
"305","33.R8",14,11,3,"R8",6,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,9
"309","33.R13",14,11,3,"R13",6,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,2
"313","33.R14",14,11,3,"R14",7,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,3
"317","33.R15",14,11,3,"R15",5,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,4
"321","33.R17rev",14,11,3,"R17rev",7,33,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,44,12,21,5
"325","37.R1",15,11,3,"R1",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,1
"329","37.R2rev",15,11,3,"R2rev",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,6
"333","37.R4",15,11,3,"R4",5,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,7
"337","37.R6rev",15,11,3,"R6rev",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,8
"341","37.R8",15,11,3,"R8",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,9
"345","37.R13",15,11,3,"R13",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,2
"349","37.R14",15,11,3,"R14",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,3
"353","37.R15",15,11,3,"R15",6,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,4
"357","37.R17rev",15,11,3,"R17rev",7,37,37,1,25,0,0,0,0,0.958333333333333,0.458333333333333,-3.83891213389121,-0.211297071129707,55,12,21,5
"181","21.R1",11,12,3,"R1",7,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,1
"185","21.R2rev",11,12,3,"R2rev",7,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,6
"189","21.R4",11,12,3,"R4",6,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,7
"193","21.R6rev",11,12,3,"R6rev",7,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,8
"197","21.R8",11,12,3,"R8",7,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,9
"201","21.R13",11,12,3,"R13",7,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,2
"205","21.R14",11,12,3,"R14",6,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,3
"209","21.R15",11,12,3,"R15",6,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,4
"213","21.R17rev",11,12,3,"R17rev",7,21,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,12,22,21,5
"254","30.R1",13,12,3,"R1",5,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,1
"258","30.R2rev",13,12,3,"R2rev",7,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,6
"262","30.R4",13,12,3,"R4",5,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,7
"266","30.R6rev",13,12,3,"R6rev",7,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,8
"270","30.R8",13,12,3,"R8",6,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,9
"274","30.R13",13,12,3,"R13",6,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,2
"278","30.R14",13,12,3,"R14",6,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,3
"282","30.R15",13,12,3,"R15",6,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,4
"286","30.R17rev",13,12,3,"R17rev",7,30,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,33,22,21,5
"290","34.R1",14,12,3,"R1",5,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,1
"294","34.R2rev",14,12,3,"R2rev",4,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,6
"298","34.R4",14,12,3,"R4",5,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,7
"302","34.R6rev",14,12,3,"R6rev",7,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,8
"306","34.R8",14,12,3,"R8",6,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,9
"310","34.R13",14,12,3,"R13",5,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,2
"314","34.R14",14,12,3,"R14",6,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,3
"318","34.R15",14,12,3,"R15",6,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,4
"322","34.R17rev",14,12,3,"R17rev",7,34,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,44,22,21,5
"326","38.R1",15,12,3,"R1",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,1
"330","38.R2rev",15,12,3,"R2rev",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,6
"334","38.R4",15,12,3,"R4",6,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,7
"338","38.R6rev",15,12,3,"R6rev",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,8
"342","38.R8",15,12,3,"R8",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,9
"346","38.R13",15,12,3,"R13",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,2
"350","38.R14",15,12,3,"R14",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,3
"354","38.R15",15,12,3,"R15",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,4
"358","38.R17rev",15,12,3,"R17rev",7,38,43,1,27,0,0,0,0,0.958333333333333,0.5,-1.83891213389121,-0.211297071129707,55,22,21,5
"182","22.R1",11,13,3,"R1",6,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,1
"186","22.R2rev",11,13,3,"R2rev",6,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,6
"190","22.R4",11,13,3,"R4",6,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,7
"194","22.R6rev",11,13,3,"R6rev",6,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,8
"198","22.R8",11,13,3,"R8",6,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,9
"202","22.R13",11,13,3,"R13",7,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,2
"206","22.R14",11,13,3,"R14",7,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,3
"210","22.R15",11,13,3,"R15",5,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,4
"214","22.R17rev",11,13,3,"R17rev",6,22,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,12,33,21,5
"218","26.R1",12,13,3,"R1",4,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,1
"222","26.R2rev",12,13,3,"R2rev",2,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,6
"226","26.R4",12,13,3,"R4",2,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,7
"230","26.R6rev",12,13,3,"R6rev",2,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,8
"234","26.R8",12,13,3,"R8",2,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,9
"238","26.R13",12,13,3,"R13",2,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,2
"242","26.R14",12,13,3,"R14",4,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,3
"246","26.R15",12,13,3,"R15",2,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,4
"250","26.R17rev",12,13,3,"R17rev",1,26,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,22,33,21,5
"291","35.R1",14,13,3,"R1",3,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,1
"295","35.R2rev",14,13,3,"R2rev",4,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,6
"299","35.R4",14,13,3,"R4",1,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,7
"303","35.R6rev",14,13,3,"R6rev",4,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,8
"307","35.R8",14,13,3,"R8",2,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,9
"311","35.R13",14,13,3,"R13",4,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,2
"315","35.R14",14,13,3,"R14",6,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,3
"319","35.R15",14,13,3,"R15",4,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,4
"323","35.R17rev",14,13,3,"R17rev",2,35,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,44,33,21,5
"327","39.R1",15,13,3,"R1",5,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,1
"331","39.R2rev",15,13,3,"R2rev",3,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,6
"335","39.R4",15,13,3,"R4",6,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,7
"339","39.R6rev",15,13,3,"R6rev",6,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,8
"343","39.R8",15,13,3,"R8",6,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,9
"347","39.R13",15,13,3,"R13",6,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,2
"351","39.R14",15,13,3,"R14",7,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,3
"355","39.R15",15,13,3,"R15",7,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,4
"359","39.R17rev",15,13,3,"R17rev",5,39,64,0,32,1,1,0,0,0.645833333333333,0.763888888888889,3.16108786610879,0.788702928870293,55,33,21,5
"183","23.R1",11,14,3,"R1",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,1
"187","23.R2rev",11,14,3,"R2rev",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,6
"191","23.R4",11,14,3,"R4",6,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,7
"195","23.R6rev",11,14,3,"R6rev",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,8
"199","23.R8",11,14,3,"R8",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,9
"203","23.R13",11,14,3,"R13",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,2
"207","23.R14",11,14,3,"R14",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,3
"211","23.R15",11,14,3,"R15",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,4
"215","23.R17rev",11,14,3,"R17rev",7,23,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,12,44,21,5
"219","27.R1",12,14,3,"R1",6,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,1
"223","27.R2rev",12,14,3,"R2rev",6,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,6
"227","27.R4",12,14,3,"R4",6,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,7
"231","27.R6rev",12,14,3,"R6rev",6,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,8
"235","27.R8",12,14,3,"R8",6,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,9
"239","27.R13",12,14,3,"R13",5,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,2
"243","27.R14",12,14,3,"R14",7,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,3
"247","27.R15",12,14,3,"R15",7,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,4
"251","27.R17rev",12,14,3,"R17rev",6,27,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,22,44,21,5
"255","31.R1",13,14,3,"R1",6,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,1
"259","31.R2rev",13,14,3,"R2rev",7,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,6
"263","31.R4",13,14,3,"R4",5,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,7
"267","31.R6rev",13,14,3,"R6rev",6,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,8
"271","31.R8",13,14,3,"R8",6,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,9
"275","31.R13",13,14,3,"R13",6,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,2
"279","31.R14",13,14,3,"R14",7,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,3
"283","31.R15",13,14,3,"R15",7,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,4
"287","31.R17rev",13,14,3,"R17rev",7,31,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,33,44,21,5
"328","40.R1",15,14,3,"R1",7,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,1
"332","40.R2rev",15,14,3,"R2rev",5,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,6
"336","40.R4",15,14,3,"R4",6,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,7
"340","40.R6rev",15,14,3,"R6rev",7,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,8
"344","40.R8",15,14,3,"R8",6,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,9
"348","40.R13",15,14,3,"R13",6,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,2
"352","40.R14",15,14,3,"R14",7,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,3
"356","40.R15",15,14,3,"R15",7,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,4
"360","40.R17rev",15,14,3,"R17rev",6,40,64,1,28,0,0,1,0,1,0.763888888888889,-0.838912133891213,-0.211297071129707,55,44,21,5
"184","24.R1",11,15,3,"R1",7,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,1
"188","24.R2rev",11,15,3,"R2rev",7,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,6
"192","24.R4",11,15,3,"R4",6,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,7
"196","24.R6rev",11,15,3,"R6rev",7,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,8
"200","24.R8",11,15,3,"R8",7,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,9
"204","24.R13",11,15,3,"R13",7,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,2
"208","24.R14",11,15,3,"R14",6,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,3
"212","24.R15",11,15,3,"R15",6,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,4
"216","24.R17rev",11,15,3,"R17rev",7,24,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,12,54,21,5
"220","28.R1",12,15,3,"R1",5,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,1
"224","28.R2rev",12,15,3,"R2rev",7,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,6
"228","28.R4",12,15,3,"R4",5,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,7
"232","28.R6rev",12,15,3,"R6rev",4,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,8
"236","28.R8",12,15,3,"R8",5,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,9
"240","28.R13",12,15,3,"R13",1,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,2
"244","28.R14",12,15,3,"R14",3,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,3
"248","28.R15",12,15,3,"R15",5,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,4
"252","28.R17rev",12,15,3,"R17rev",6,28,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,22,54,21,5
"256","32.R1",13,15,3,"R1",4,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,1
"260","32.R2rev",13,15,3,"R2rev",4,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,6
"264","32.R4",13,15,3,"R4",5,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,7
"268","32.R6rev",13,15,3,"R6rev",5,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,8
"272","32.R8",13,15,3,"R8",4,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,9
"276","32.R13",13,15,3,"R13",6,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,2
"280","32.R14",13,15,3,"R14",6,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,3
"284","32.R15",13,15,3,"R15",6,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,4
"288","32.R17rev",13,15,3,"R17rev",4,32,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,33,54,21,5
"292","36.R1",14,15,3,"R1",4,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,1
"296","36.R2rev",14,15,3,"R2rev",4,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,6
"300","36.R4",14,15,3,"R4",2,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,7
"304","36.R6rev",14,15,3,"R6rev",6,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,8
"308","36.R8",14,15,3,"R8",4,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,9
"312","36.R13",14,15,3,"R13",6,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,2
"316","36.R14",14,15,3,"R14",6,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,3
"320","36.R15",14,15,3,"R15",5,36,48,1,30,1,0,0,0,0.854166666666667,0.777777777777778,1.16108786610879,0.788702928870293,44,54,21,4
