rater_id	rated_ID	Group	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22
79.84130333	77	16	3	1	2	1	1	1	1	3	1	7	1	6	3	2	2	1	1	3	2	4	5	5
80.0907173	78	16	5	1	4	2	2	1	1	4	1	4	1	3	5	4	5	1	1	6	6	6	4	6
80.34013127	79	16	3	1	1	1	1	1	1	2	1	7	1	7	3	2	2	1	1	1	1	1	4	3
80.58954524	82	17	5	1	3	5	1	1	2	6	3	2	3	2	3	4	3	2	1	6	4	3	7	7
80.83895921	83	17	3	1	2	2	1	2	1	1	1	7	2	5	1	1	2	1	1	2	1	2	6	3
81.08837318	84	17	3	2	3	4	3	2	4	5	4	3	3	3	4	2	2	1	1	4	3	2	4	4
81.33778715	85	17	5	2	6	5	6	1	6	6	6	1	5	1	5	5	2	4	1	6	7	6	6	6
81.58720113	81	17	4	1	1	3	1	1	1	5	1	1	3	4	6	7	1	3	2	4	4	6	7	7
81.8366151	83	17	4	1	2	4	1	1	1	4	1	2	2	1	4	4	4	1	1	5	4	5	7	7
82.08602907	84	17	4	1	1	4	1	1	1	6	1	5	1	5	5	6	6	1	1	4	4	6	7	7
82.33544304	85	17	5	1	6	5	1	1	1	5	1	2	1	3	6	6	6	1	2	5	5	6	5	7
82.58485701	81	17	4	1	2	5	1	1	1	3	1	7	1	4	5	6	4	1	1	4	4	6	4	5
82.83427098	82	17	6	3	1	5	1	1	1	5	1	6	2	4	5	5	5	1	1	5	5	5	7	7
83.08368495	84	17	6	2	1	5	1	1	2	6	2	7	2	6	4	4	4	1	1	3	3	6	7	7
83.33309892	85	17	4	2	3	4	1	1	1	4	1	3	2	3	5	5	5	1	1	6	6	6	5	5
83.58251289	81	17	4	2	1	3	1	1	1	3	3	2	1	2	6	7	6	1	1	4	5	7	6	5
83.83192686	82	17	7	2	3	5	2	1	2	6	3	2	1	2	7	7	7	1	2	6	5	7	7	7
84.08134083	83	17	5	2	1	2	1	2	1	3	1	6	1	6	4	4	4	1	1	4	1	6	7	7
84.33075481	85	17	5	2	6	5	6	2	6	5	6	1	5	1	6	7	6	1	2	6	6	6	7	6
84.58016878	81	17	5	2	1	3	1	2	1	4	1	6	1	3	5	5	4	1	1	4	2	6	6	6
84.82958275	82	17	5	2	4	4	2	1	2	5	3	3	1	4	5	4	5	1	1	5	4	5	5	6
85.07899672	83	17	3	2	2	2	1	4	1	4	1	6	1	6	3	3	2	1	1	2	2	4	4	4
85.32841069	84	17	5	1	2	4	1	1	1	5	1	5	1	3	5	4	5	1	1	3	4	5	5	6
85.57782466	87	18	4	4	4	5	3	3	2	4	3	3	3	3	5	4	6	2	2	5	3	5	5	4
85.82723863	88	18	5	2	5	4	4	2	2	6	4	3	3	3	5	6	5	2	2	6	3	6	6	6
86.0766526	89	18	6	2	2	2	1	2	2	6	2	6	2	6	6	7	7	2	2	4	2	6	7	7
86.32606657	90	18	6	2	2	2	2	2	2	6	2	6	2	6	6	4	4	1	1	4	2	4	7	7
86.57548054	86	18	6	1	4	3	4	1	1	7	1	2	1	1	7	5	4	1	1	1	4	6	na	na
86.82489451	88	18	5	1	4	1	4	1	2	7	1	4	1	4	7	7	7	2	1	4	4	7	na	na
87.07430849	89	18	4	1	7	1	6	2	7	5	7	1	4	1	7	7	6	1	4	4	4	4	na	na
87.32372246	90	18	5	1	1	1	1	1	1	1	1	7	1	4	7	7	4	1	1	1	1	5	na	na
87.57313643	86	18	4	2	3	4	2	1	1	4	1	4	1	5	6	4	3	1	1	na	na	na	na	na
87.8225504	87	18	2	7	7	7	7	4	6	4	7	1	7	1	5	7	7	6	7	na	na	na	na	na
88.07196437	89	18	5	1	1	4	1	1	1	4	1	6	1	6	7	7	7	1	1	na	na	na	na	na
88.32137834	90	18	5	1	1	4	1	1	1	6	1	4	1	7	7	6	4	1	1	na	na	na	na	na
88.57079231	86	18	4	4	5	4	7	1	1	4	4	1	4	1	5	4	4	1	1	4	4	4	5	4
88.82020628	87	18	4	6	7	7	7	3	7	4	7	1	7	1	4	7	4	3	4	7	1	7	4	4
89.06962025	88	18	7	1	5	7	7	1	1	7	7	1	3	4	7	7	7	1	3	7	1	7	7	7
89.31903422	90	18	7	1	1	4	1	1	1	7	1	7	1	4	7	7	4	1	1	3	1	5	7	7
89.5684482	86	18	7	2	1	4	1	1	1	6	1	7	1	5	6	7	7	1	1	5	4	5	7	na
89.81786217	87	18	7	2	1	5	2	1	1	6	1	3	1	5	6	7	7	1	1	2	4	6	7	na
90.06727614	88	18	7	4	1	5	1	1	1	6	1	5	1	4	7	7	7	1	1	4	4	7	7	na
90.31669011	89	18	7	4	1	4	1	1	1	7	1	7	1	7	7	7	7	1	1	4	4	6	7	na
90.56610408	92	19	7	1	4	4	1	1	1	7	1	5	1	4	7	6	6	1	1	6	4	5	7	7
90.81551805	93	19	7	1	5	6	4	1	2	7	4	4	1	4	6	7	7	1	1	7	6	7	7	7
91.06493202	94	19	7	1	5	4	1	1	1	7	1	7	1	4	7	7	7	1	1	7	6	7	7	7
91.31434599	95	19	7	1	4	4	1	1	2	7	1	6	1	4	7	7	7	1	1	5	3	5	7	7
91.56375996	91	19	5	3	2	3	2	3	1	5	1	6	2	5	4	4	4	1	2	2	2	5	6	5
91.81317393	93	19	7	2	2	5	2	2	2	6	2	6	2	2	6	5	6	1	1	5	5	6	7	7
92.0625879	94	19	5	2	2	5	2	2	2	6	2	6	2	3	5	4	5	1	2	5	5	6	6	6
92.31200188	95	19	6	2	6	5	5	2	3	6	4	2	3	4	5	6	6	2	2	6	6	6	6	6
92.56141585	91	19	5	1	1	2	1	1	1	4	1	7	1	4	4	3	3	1	1	4	6	6	7	7
92.81082982	92	19	6	1	3	4	4	1	2	5	4	4	3	3	6	6	6	1	1	4	3	5	7	7
93.06024379	94	19	5	1	1	3	1	2	1	4	2	6	1	5	4	3	3	1	1	3	3	5	7	7
93.30965776	95	19	6	2	3	5	4	1	2	6	4	6	2	3	5	6	7	1	1	5	4	5	7	7
93.55907173	91	19	5	2	1	4	1	1	1	5	1	3	1	1	3	4	3	1	1	3	2	3	7	na
93.8084857	92	19	6	1	1	4	2	1	1	5	2	4	1	3	5	5	5	1	1	5	5	5	6	na
94.05789967	93	19	6	1	4	5	5	3	1	5	1	4	1	2	5	4	4	1	1	4	4	4	6	na
94.30731364	95	19	6	1	3	6	2	2	2	6	2	4	2	2	6	6	6	1	1	5	4	5	6	na
94.55672761	91	19	4	3	1	4	1	3	1	3	2	7	2	5	4	3	2	1	2	2	4	4	6	6
94.80614158	92	19	6	2	6	4	4	2	3	6	4	2	3	2	4	4	6	2	1	6	6	6	7	7
95.05555556	93	19	6	3	4	4	5	2	2	6	4	2	4	2	5	4	6	1	1	4	4	6	6	6
95.30496953	94	19	7	2	1	6	2	2	1	7	2	6	2	6	6	5	6	1	1	5	3	6	7	7
95.5543835	97	20	3	2	2	3	2	1	1	2	2	2	2	2	2	3	5	1	2	2	3	6	6	5
95.80379747	98	20	6	2	4	5	3	1	5	7	4	2	2	2	6	7	7	1	1	6	5	6	7	7
96.05321144	99	20	7	1	2	4	3	1	2	6	2	6	2	5	6	6	7	1	1	4	3	7	7	7
96.30262541	100	20	6	1	2	3	1	1	2	6	3	4	2	2	7	7	7	1	1	5	4	7	7	7
96.55203938	96	20	7	1	4	6	1	1	1	7	1	1	1	1	6	4	4	1	1	7	7	7	7	7
96.80145335	98	20	7	1	1	6	2	1	1	5	1	1	1	1	6	4	4	1	1	4	6	7	7	7
97.05086732	99	20	7	1	2	5	1	1	1	4	1	2	1	1	4	4	6	1	1	3	2	7	6	6
97.30028129	100	20	6	1	2	5	1	1	1	5	1	5	1	1	6	4	4	1	1	2	1	6	7	7
97.54969526	96	20	6	2	4	3	2	1	2	6	2	4	2	4	6	6	6	3	1	6	5	6	7	7
97.79910924	97	20	5	1	3	4	3	1	2	5	3	4	2	3	6	7	3	1	1	5	5	6	6	6
98.04852321	99	20	5	2	3	3	3	1	2	5	3	2	2	4	4	5	6	2	1	3	3	5	7	7
98.29793718	100	20	6	2	3	5	2	2	2	6	2	4	2	5	5	5	5	2	1	4	4	6	7	7
98.54735115	96	20	7	2	4	5	2	1	2	7	4	2	3	2	5	7	6	2	1	5	4	6	7	7
98.79676512	97	20	7	5	6	4	5	2	4	6	6	2	4	3	4	5	6	2	4	7	6	6	7	7
99.04617909	98	20	6	2	5	6	4	1	2	7	4	4	3	1	7	6	7	1	1	6	5	6	7	7
99.29559306	100	20	7	1	3	6	5	1	2	6	4	4	4	3	7	6	7	1	2	5	4	7	7	7
99.54500703	96	20	5	3	5	3	5	3	4	5	4	2	3	3	6	5	5	2	2	4	4	5	6	5
99.794421	97	20	5	3	3	4	3	2	3	5	3	4	3	5	5	6	5	2	2	5	4	5	6	6
100.043835	98	20	6	3	4	5	3	2	3	6	3	4	3	3	5	5	6	2	2	6	6	6	6	6
100.2932489	99	20	6	3	4	5	3	2	3	5	4	3	3	3	6	5	5	2	2	6	5	6	6	6
100.5426629	102	21	5	1	2	4	1	1	1	6	3	6	2	4	7	6	6	1	1	7	5	7	7	7
100.7920769	103	21	7	1	1	5	1	1	1	7	1	7	1	2	7	5	5	1	1	5	4	7	7	7
101.0414909	104	21	6	1	1	6	1	1	1	7	1	7	1	7	6	6	6	1	1	3	3	6	7	7
101.2909048	105	21	6	1	1	6	1	1	1	6	2	6	2	4	6	6	6	1	1	5	6	5	7	7
101.5403188	101	21	3	4	4	3	4	3	3	5	4	2	6	2	6	5	4	2	3	3	3	5	4	4
101.7897328	103	21	6	2	5	4	3	3	3	5	2	5	2	4	6	6	7	1	2	6	6	6	6	5
102.0391467	104	21	4	2	2	4	2	4	3	4	3	6	3	6	4	4	5	1	3	4	3	5	7	5
102.2885607	105	21	5	3	4	3	2	3	2	4	4	3	2	3	3	4	3	2	2	5	4	3	5	4
102.5379747	101	21	6	2	2	4	2	3	2	6	3	5	3	5	6	6	5	1	1	4	5	7	7	7
102.7873887	102	21	7	3	4	5	3	2	3	6	3	3	4	4	6	6	6	1	1	5	4	6	7	7
103.0368026	104	21	5	2	2	5	2	2	2	6	2	6	2	4	6	6	6	1	1	6	5	6	7	7
103.2862166	105	21	6	2	4	5	3	2	2	6	3	4	3	4	6	5	5	1	1	5	5	6	7	7
103.5356306	101	21	6	1	1	2	1	1	1	7	1	7	1	7	6	4	5	1	1	3	3	6	7	7
103.7850445	102	21	6	1	1	2	1	1	1	6	1	2	1	6	6	5	6	1	1	5	4	6	7	7
104.0344585	103	21	5	1	1	1	1	1	1	6	1	1	1	7	5	4	4	1	1	3	3	6	7	7
104.2838725	105	21	6	1	1	1	1	1	1	6	1	1	1	6	6	6	6	1	1	5	3	6	7	7
104.5332865	101	21	5	1	1	5	1	1	1	6	1	4	1	4	4	4	6	1	1	3	6	4	6	6
104.7827004	102	21	6	2	6	6	2	1	1	6	3	2	1	6	6	5	6	1	1	6	5	6	7	6
105.0321144	103	21	6	2	2	5	1	1	1	5	2	3	2	5	4	6	4	1	1	6	4	7	7	7
105.2815284	104	21	6	1	1	4	1	1	1	6	1	4	1	6	5	5	6	1	1	5	4	6	6	6
105.5309423	107	22	5	2	1	6	1	4	1	6	1	7	1	4	4	4	6	1	1	3	2	5	7	7
105.7803563	108	22	6	2	1	5	2	6	1	7	1	3	2	6	7	4	5	1	1	5	3	6	7	7
106.0297703	109	22	7	1	3	7	1	1	1	7	1	3	2	2	7	7	7	1	1	7	7	7	7	7
106.2791842	110	22	7	1	5	7	6	4	5	7	1	4	5	7	7	7	7	1	1	7	5	5	7	7
106.5285982	106	22	5	4	2	4	1	2	1	6	2	7	2	4	5	6	5	1	1	4	4	4	7	7
106.7780122	108	22	5	4	4	4	1	1	1	4	1	4	1	4	7	7	6	1	1	4	4	4	7	7
107.0274262	109	22	6	4	4	5	1	1	1	7	1	4	1	5	7	7	7	1	1	7	7	7	7	7
107.2768401	110	22	4	4	5	5	5	4	4	4	5	2	6	2	5	5	5	4	5	5	5	5	5	5
107.5262541	106	22	5	4	1	5	1	5	1	5	1	7	2	7	6	7	4	1	1	5	3	7	7	7
107.7756681	107	22	4	4	7	4	3	3	4	4	7	5	4	1	6	6	5	1	4	3	3	5	6	6
108.025082	109	22	7	1	1	7	1	1	1	7	1	1	1	5	7	7	7	1	1	7	7	7	7	7
108.274496	110	22	7	5	7	7	6	5	6	6	5	2	2	1	7	7	7	4	4	4	2	3	6	6
108.52391	106	22	4	1	1	5	1	5	1	4	1	7	1	6	4	7	7	1	1	7	5	7	7	7
108.773324	107	22	5	1	2	5	2	1	3	5	5	3	3	6	6	6	6	1	1	5	2	7	7	6
109.0227379	108	22	4	1	1	6	1	1	1	6	1	7	2	1	7	7	7	1	1	4	2	7	7	7
109.2721519	110	22	7	1	5	7	4	1	2	7	6	5	4	3	7	7	5	1	1	5	4	7	7	7
109.5215659	106	22	4	2	1	4	2	1	1	5	1	7	1	6	5	5	4	1	1	4	3	7	7	7
109.7709798	107	22	3	4	7	4	4	4	2	3	6	2	4	1	4	3	4	2	4	4	3	4	4	4
110.0203938	109	22	7	3	5	7	4	1	1	7	5	2	6	3	7	7	7	4	4	7	7	7	7	7
110.2698078	108	22	4	1	1	5	1	5	1	4	1	7	1	7	3	1	2	1	1	2	1	2	7	7
110.5192218	112	23	4	2	3	5	2	3	1	4	4	7	5	5	3	5	4	2	4	4	4	5	4	na
110.7686357	113	23	4	2	3	2	1	3	2	4	2	6	3	2	6	7	4	2	1	5	3	5	4	na
111.0180497	114	23	5	2	5	5	3	5	4	4	2	2	5	2	5	3	5	4	5	4	4	5	4	na
111.2674637	115	23	4	3	3	4	3	3	4	5	5	4	5	4	4	3	4	5	3	5	5	5	6	na
111.5168776	111	23	2	6	6	4	6	3	4	4	4	3	3	3	4	4	5	2	2	4	5	4	4	4
111.7662916	113	23	5	4	1	5	1	2	1	5	1	6	2	7	4	5	4	1	2	2	1	4	4	6
112.0157056	114	23	5	5	3	5	2	2	2	5	2	4	4	4	6	6	6	3	3	4	4	6	6	5
112.2651195	115	23	4	4	6	4	6	3	5	5	5	3	6	3	5	6	6	4	3	5	4	5	6	4
112.5145335	111	23	7	4	4	4	4	1	1	4	3	7	4	4	7	5	5	1	1	2	5	3	3	3
112.7639475	112	23	6	2	4	5	2	1	1	5	1	7	2	5	7	7	7	1	1	6	5	6	4	4
113.0133615	114	23	6	1	5	6	3	1	1	5	1	7	1	4	7	7	7	1	1	6	5	7	7	7
113.2627754	115	23	7	1	3	6	1	1	1	3	4	7	1	2	7	7	7	1	1	5	5	5	4	4
113.5121894	111	23	5	4	6	4	6	3	1	4	5	2	3	1	4	4	4	1	1	3	4	7	5	4
113.7616034	112	23	6	1	2	3	1	1	1	7	1	7	1	2	7	5	7	1	1	4	5	7	7	7
114.0110173	113	23	7	1	1	3	1	1	1	6	2	6	2	2	7	7	6	1	1	4	4	5	7	7
114.2604313	115	23	7	2	3	4	4	1	1	6	2	4	4	3	6	5	7	1	1	5	4	7	7	7
114.5098453	111	23	5	4	5	3	5	2	6	3	6	2	4	1	4	4	3	5	2	5	6	6	6	3
114.7592593	112	23	4	3	1	3	1	2	1	4	1	7	1	2	7	7	4	1	1	3	3	6	6	5
115.0086732	113	23	4	2	1	2	1	2	2	4	2	4	4	6	6	6	4	1	1	2	2	6	5	5
115.2580872	114	23	6	1	3	6	4	1	2	6	4	3	2	4	6	7	6	1	2	6	5	6	7	6
115.5075012	117	24	7	1	1	1	4	1	1	7	1	7	7	7	7	7	7	1	1	7	7	7	7	7
115.7569151	118	24	7	1	1	1	1	1	1	7	1	1	7	7	7	7	7	1	1	7	7	7	7	7
116.0063291	119	24	7	1	1	1	4	1	1	7	1	1	7	7	7	7	7	1	1	7	7	7	7	7
116.2557431	120	24	7	1	1	1	4	1	1	7	1	1	7	7	7	7	7	1	1	7	7	7	7	7
116.5051571	116	24	4	4	1	1	1	1	1	5	3	7	7	7	7	7	4	1	1	2	2	6	7	7
116.754571	118	24	7	1	1	4	1	1	1	7	1	7	1	7	7	7	5	1	1	5	4	7	7	7
117.003985	119	24	7	1	1	4	1	1	1	6	1	1	3	7	7	7	6	1	1	6	4	7	7	7
117.253399	120	24	7	1	1	3	1	1	1	7	1	7	4	7	7	4	2	1	1	4	4	6	7	7
117.5028129	116	24	6	3	3	4	3	4	1	5	2	4	4	4	7	6	5	1	2	1	1	4	7	7
117.7522269	117	24	6	2	1	4	1	6	1	6	1	6	1	7	6	6	6	1	1	1	1	4	7	7
118.0016409	119	24	7	1	2	6	2	1	1	7	1	4	4	6	7	6	6	1	1	1	1	4	7	7
118.2510549	120	24	6	1	1	5	1	1	1	6	2	6	2	6	5	4	4	1	1	1	1	4	7	7
118.5004688	116	24	4	6	4	5	6	3	6	2	5	2	5	4	5	2	2	1	3	3	2	4	6	4
118.7498828	117	24	5	3	2	4	1	1	1	5	1	5	2	4	6	7	5	1	1	5	5	6	6	6
118.9992968	118	24	7	4	3	6	1	1	1	7	1	3	4	6	7	7	7	1	1	6	6	6	7	7
119.2487107	120	24	4	3	2	5	1	1	1	5	1	4	2	5	4	5	4	1	1	3	4	4	6	6
119.7475387	116	24	4	6	6	2	6	1	1	5	5	4	5	6	6	6	6	1	1	5	3	na	7	7
119.9969526	117	24	6	4	2	6	2	2	2	5	2	6	2	6	6	6	6	1	2	6	6	6	7	7
120.2463666	118	24	7	3	3	4	1	1	1	7	2	5	3	4	7	7	7	6	1	6	2	6	7	7
120.4957806	119	24	6	2	2	5	1	1	1	6	3	4	2	3	6	6	6	1	1	6	5	6	7	7
120.7451946	122	25	6	2	2	6	3	2	2	5	1	7	6	5	7	7	6	1	1	5	3	6	7	7
120.9946085	123	25	4	3	5	5	6	2	5	5	5	3	6	3	5	4	4	2	1	3	3	5	5	5
121.2440225	124	25	6	2	5	6	6	2	5	6	5	3	6	3	6	6	6	1	1	7	7	7	6	6
121.4934365	125	25	6	1	2	6	3	2	2	6	2	7	7	7	7	5	5	1	1	6	5	5	7	7
121.7428504	121	25	6	2	2	5	1	1	1	6	1	6	2	6	7	7	6	1	1	6	4	7	7	7
121.9922644	123	25	5	5	3	4	3	2	1	4	3	7	1	3	6	7	5	1	2	3	2	5	4	4
122.2416784	124	25	6	4	4	6	3	1	2	5	6	3	4	2	6	7	5	1	3	5	7	6	5	6
122.4910924	125	25	6	2	1	5	2	1	1	6	2	7	2	6	6	7	6	1	2	4	3	6	7	7
122.7405063	121	25	5	2	1	4	2	1	1	5	1	6	2	6	6	6	6	1	1	5	5	5	6	6
122.9899203	122	25	5	2	2	4	2	1	1	5	1	7	2	5	6	6	6	1	1	5	5	5	6	6
123.2393343	124	25	5	2	3	6	2	1	1	5	2	3	2	2	5	5	6	1	1	5	5	5	5	6
123.4887482	125	25	5	2	1	5	2	2	1	5	2	2	2	5	5	5	6	1	1	5	5	5	6	6
123.7381622	121	25	6	1	2	6	2	1	1	6	2	3	3	2	6	6	6	1	1	5	4	6	7	7
123.9875762	122	25	5	1	2	6	2	1	1	5	2	1	2	2	6	5	5	1	1	5	2	6	6	7
124.2369902	123	25	6	1	4	5	3	2	2	5	3	2	4	2	6	5	5	1	1	5	4	5	6	7
124.4864041	125	25	6	1	2	6	1	1	1	6	2	6	2	5	6	6	6	1	1	5	5	6	7	7
124.7358181	121	25	7	3	3	5	3	2	1	7	3	7	1	4	7	7	6	1	1	5	6	7	7	7
124.9852321	122	25	5	4	3	6	3	2	1	4	3	7	1	6	5	5	6	1	1	5	5	6	7	7
125.234646	123	25	4	4	1	4	1	1	1	5	1	7	1	7	4	4	4	1	1	5	5	6	7	7
125.48406	124	25	5	6	7	7	5	1	1	7	1	1	5	5	5	5	6	1	1	7	7	7	7	7
125.733474	127	26	7	1	3	5	2	1	1	6	3	6	1	7	7	6	6	1	1	6	7	7	7	7
125.982888	128	26	5	1	2	4	1	1	1	6	2	7	1	6	6	5	4	1	1	4	3	4	7	7
126.2323019	129	26	6	1	2	4	2	1	1	3	2	7	1	7	4	4	5	1	1	6	5	6	7	7
126.4817159	130	26	5	2	4	5	4	2	1	6	2	7	1	7	6	5	6	1	1	5	6	6	7	7
126.7311299	126	26	7	1	1	7	1	1	1	7	1	3	1	5	7	7	6	1	1	7	5	7	7	7
126.9805438	128	26	7	1	1	4	1	1	1	7	1	4	1	7	1	1	1	1	1	4	1	7	7	7
127.2299578	129	26	7	1	5	4	3	1	1	7	6	2	3	3	7	4	4	1	1	4	3	7	7	7
127.4793718	130	26	7	1	1	5	1	1	1	7	1	6	1	7	7	4	4	1	1	5	2	7	7	7
127.7287857	126	26	7	1	3	3	1	1	1	7	1	2	1	6	7	7	7	1	1	7	7	7	7	7
127.9781997	127	26	7	1	1	6	1	1	1	7	1	7	1	2	7	4	4	1	1	6	4	7	7	7
128.2276137	129	26	7	1	6	4	1	1	1	7	2	3	1	6	7	7	6	1	1	4	2	6	7	7
128.4770277	130	26	5	1	1	3	1	1	1	5	1	4	1	5	4	4	2	1	1	3	3	6	7	7
128.7264416	126	26	6	2	2	4	2	2	1	6	2	6	2	6	7	7	7	1	2	7	6	6	7	7
128.9758556	127	26	7	1	1	5	1	1	1	7	1	7	2	7	6	6	6	1	1	6	6	6	7	7
129.2252696	128	26	6	1	1	4	2	1	1	6	1	7	1	7	7	5	5	1	1	7	5	5	7	7
129.4746835	130	26	6	1	5	6	1	1	1	6	1	6	1	6	6	6	6	1	1	6	6	6	7	7
129.7240975	126	26	6	2	1	5	1	1	1	7	1	4	2	6	7	7	6	1	1	6	4	6	7	7
129.9735115	127	26	6	1	1	4	1	1	1	7	2	4	2	5	6	5	4	1	1	5	6	4	7	7
130.2229255	128	26	6	1	2	4	2	2	2	6	2	7	2	7	5	4	5	1	1	4	3	6	7	7
130.4723394	129	26	7	1	1	6	1	1	1	7	1	3	2	7	7	7	6	1	1	6	5	6	7	7
130.7217534	132	27	5	2	2	5	1	2	1	4	1	6	1	2	2	3	4	1	2	4	2	5	5	5
130.9711674	133	27	6	3	2	4	2	2	1	5	3	5	1	6	6	6	6	1	5	5	4	5	6	6
131.2205813	134	27	5	2	2	5	2	1	2	6	3	3	1	5	5	6	4	1	4	6	6	6	5	5
131.4699953	135	27	5	3	1	5	1	3	1	5	1	5	1	7	6	5	4	1	1	4	3	3	7	7
131.7194093	131	27	5	1	1	3	4	1	1	6	2	4	3	5	2	3	4	1	1	4	2	5	5	5
131.9688233	133	27	4	3	5	5	5	2	4	4	5	3	4	3	3	5	5	2	3	5	4	5	3	4
132.2182372	134	27	4	2	2	4	1	1	3	4	2	4	3	5	4	4	4	2	2	4	5	5	5	5
132.4676512	135	27	4	1	1	4	2	4	1	4	2	6	2	6	4	4	5	1	1	3	3	5	5	5
132.7170652	131	27	4	1	2	5	1	2	1	4	1	2	1	2	3	6	4	1	2	3	2	4	5	5
132.9664791	132	27	4	1	1	3	1	1	1	2	1	5	1	2	2	6	3	1	2	5	5	6	4	4
133.2158931	134	27	6	1	2	3	2	1	2	5	2	1	3	3	5	5	5	2	2	6	4	6	7	7
133.4653071	135	27	3	2	1	3	1	1	1	3	1	4	1	2	2	3	3	1	1	3	2	4	5	5
133.7147211	131	27	5	2	2	5	1	3	1	5	2	5	2	6	6	6	5	1	2	5	4	5	6	5
133.964135	132	27	5	4	5	5	4	2	4	5	5	3	4	2	4	5	6	4	4	6	6	6	5	4
134.213549	133	27	6	3	5	5	5	2	3	5	6	3	4	2	5	6	5	3	2	5	5	6	7	7
134.462963	135	27	2	6	1	3	1	5	1	2	2	7	2	6	5	5	4	1	4	2	1	2	4	4
134.7123769	131	27	6	2	1	4	1	1	1	6	1	7	1	7	4	3	3	1	1	3	2	4	7	5
134.9617909	132	27	5	2	1	4	2	1	1	6	2	5	2	5	4	4	4	1	1	5	6	6	5	4
135.2112049	133	27	6	2	3	5	3	2	1	7	2	3	4	4	5	6	5	1	1	6	5	5	5	4
135.4606188	134	27	6	2	2	5	2	2	1	5	1	6	2	6	5	5	4	1	1	6	5	6	5	5
135.7100328	137	28	5	1	1	4	1	1	1	5	1	4	3	na	5	6	4	1	1	4	4	4	7	7
135.9594468	138	28	5	2	2	5	1	1	1	6	1	6	2	6	7	6	6	1	1	6	6	6	7	7
136.2088608	139	28	5	2	1	4	1	2	1	5	1	6	4	6	6	6	6	1	1	5	5	5	7	7
136.4582747	140	28	5	1	5	5	4	2	4	5	4	2	3	2	6	6	6	1	1	6	5	5	7	7
136.7076887	136	28	6	5	5	4	3	2	3	3	3	2	3	2	5	6	6	2	1	5	4	5	6	5
136.9571027	138	28	6	1	2	4	2	1	1	6	6	5	3	2	6	6	6	1	1	6	6	6	5	6
137.2065166	139	28	6	1	1	4	2	1	1	6	2	4	3	3	5	5	5	1	1	na	na	6	6	6
137.4559306	140	28	6	1	4	6	3	1	1	6	3	4	3	2	6	6	6	1	1	na	na	6	6	6
137.7053446	136	28	6	2	3	3	3	2	1	6	4	5	2	4	5	5	5	1	2	4	3	6	6	6
137.9547586	137	28	4	4	3	4	3	4	2	4	3	5	3	5	2	3	1	1	2	3	3	5	4	4
138.2041725	139	28	5	5	3	2	3	3	2	4	5	3	3	5	4	4	3	2	2	5	5	6	5	5
138.4535865	140	28	6	3	5	5	5	3	2	6	5	3	5	2	7	6	6	1	3	5	5	5	6	6
138.7030005	136	28	7	4	2	3	1	1	1	7	2	7	4	4	4	5	5	1	1	4	1	7	7	7
138.9524144	137	28	7	4	1	3	1	1	2	7	1	1	1	1	5	4	4	1	1	5	2	7	7	7
139.2018284	138	28	7	4	2	3	1	1	4	7	2	2	1	7	5	7	4	1	1	6	7	7	7	7
139.4512424	140	28	7	4	6	4	6	1	6	7	5	2	7	1	7	7	5	1	1	1	1	5	7	7
139.7006564	136	28	6	1	5	4	2	2	1	6	4	3	4	2	6	6	7	1	1	2	2	4	7	7
139.9500703	137	28	3	1	1	4	3	1	1	5	2	6	2	5	3	3	4	1	7	3	1	5	6	5
140.1994843	138	28	7	1	4	6	2	1	1	7	3	5	5	6	7	7	7	2	2	6	6	6	7	7
140.4488983	139	28	6	1	3	4	3	2	3	6	4	2	5	4	6	6	5	1	1	2	2	6	6	7
140.6983122	142	29	6	3	2	5	2	1	2	6	2	4	4	4	7	7	6	1	1	7	6	6	7	7
140.9477262	143	29	7	2	1	4	1	1	1	7	1	4	4	6	7	6	7	1	1	5	5	6	7	7
141.1971402	144	29	7	1	1	5	1	1	1	6	1	7	2	6	7	7	7	1	1	6	6	5	7	7
141.4465541	145	29	6	3	2	3	2	1	1	7	2	6	2	6	7	7	6	1	1	6	6	5	7	7
141.6959681	141	29	6	2	3	5	3	1	1	7	4	4	3	6	7	7	4	2	2	3	3	6	7	6
141.9453821	143	29	6	3	3	4	3	5	2	6	4	4	3	5	5	5	6	2	1	4	2	6	7	7
142.1947961	144	29	6	4	3	3	2	3	1	4	2	7	1	6	5	5	4	1	1	6	4	6	7	6
142.44421	145	29	5	5	2	3	1	5	1	5	1	7	2	5	4	5	4	1	6	4	3	4	7	6
142.693624	141	29	7	1	2	5	1	1	1	7	1	2	1	7	7	7	7	1	1	5	5	5	7	7
142.943038	142	29	6	2	4	5	4	2	1	6	1	4	3	2	6	7	6	1	2	6	7	6	7	7
143.1924519	144	29	6	1	1	6	3	1	1	6	1	1	1	5	6	7	7	1	1	7	6	6	7	7
143.4418659	145	29	6	1	1	4	1	1	1	7	1	7	1	7	6	6	4	1	1	4	4	4	7	7
143.6912799	141	29	6	2	1	3	2	2	2	5	2	6	2	6	6	6	5	1	1	3	2	5	6	7
143.9406939	142	29	4	4	3	2	4	3	5	4	4	4	3	3	5	5	6	2	2	5	4	4	6	5
144.1901078	143	29	5	4	2	2	2	3	2	6	3	3	3	6	5	4	6	2	2	3	3	5	6	4
